timestamp,l1_bright_px,l2_bright_px,l1_triggered,l2_triggered,l1_confirmed,l2_confirmed,l1_dwell_s,l2_dwell_s,pending,count,event
1772010521.5132,42,27,0,0,0,0,30.875,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.5507,42,27,0,0,0,0,30.912,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.6093,42,27,0,0,0,0,30.971,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.6391,42,27,0,0,0,0,31.001,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.7007,42,27,0,0,0,0,31.063,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.7256,42,27,0,0,0,0,31.087,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.7740,42,27,0,0,0,0,31.136,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.8120,42,27,0,0,0,0,31.174,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.8481,42,27,0,0,0,0,31.210,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.8730,42,27,0,0,0,0,31.235,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.9028,42,27,0,0,0,0,31.265,0.000,0,0,L1_DWELL_SUPPRESSED
1772010521.9391,44,27,0,0,0,0,31.301,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.0093,44,27,0,0,0,0,31.371,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.0484,44,27,0,0,0,0,31.410,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.0847,44,27,0,0,0,0,31.447,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.1138,44,27,0,0,0,0,31.476,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.1396,44,27,0,0,0,0,31.501,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.2063,44,27,0,0,0,0,31.568,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.2607,44,27,0,0,0,0,31.623,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.2853,44,27,0,0,0,0,31.647,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.3051,44,27,0,0,0,0,31.667,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.3578,44,27,0,0,0,0,31.720,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.3924,44,27,0,0,0,0,31.754,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.4096,44,27,0,0,0,0,31.771,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.4633,44,27,0,0,0,0,31.825,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.5359,44,27,0,0,0,0,31.898,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.5615,44,27,0,0,0,0,31.923,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.5859,44,27,0,0,0,0,31.948,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.6390,44,27,0,0,0,0,32.001,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.6655,44,27,0,0,0,0,32.027,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.7082,44,27,0,0,0,0,32.070,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.7449,44,27,0,0,0,0,32.107,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.8131,44,27,0,0,0,0,32.175,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.8464,44,27,0,0,0,0,32.208,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.8841,44,27,0,0,0,0,32.246,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.9112,44,27,0,0,0,0,32.273,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.9698,45,30,0,1,0,0,32.332,0.000,0,0,L1_DWELL_SUPPRESSED
1772010522.9965,45,30,0,1,0,0,32.358,0.027,0,0,L1_DWELL_SUPPRESSED
1772010523.0455,45,30,0,1,0,0,32.407,0.076,0,0,L1_DWELL_SUPPRESSED
1772010523.1050,50,30,0,1,0,0,32.467,0.135,0,0,L1_DWELL_SUPPRESSED
1772010523.1301,50,30,0,1,0,0,32.492,0.160,0,0,L1_DWELL_SUPPRESSED
1772010523.1644,50,30,0,1,0,0,32.526,0.195,0,0,L1_DWELL_SUPPRESSED
1772010523.2158,50,30,0,1,0,0,32.578,0.246,0,0,L1_DWELL_SUPPRESSED
1772010523.2605,50,30,0,1,0,0,32.622,0.291,0,0,L1_DWELL_SUPPRESSED
1772010523.2916,48,30,0,1,0,0,32.653,0.322,0,0,L1_DWELL_SUPPRESSED
1772010523.3244,48,30,0,1,0,0,32.686,0.355,0,0,L1_DWELL_SUPPRESSED
1772010523.3789,46,30,0,1,0,0,32.741,0.409,0,0,L1_DWELL_SUPPRESSED
1772010523.4144,49,30,0,1,0,0,32.776,0.445,0,0,L1_DWELL_SUPPRESSED
1772010523.4567,46,30,0,1,0,0,32.819,0.487,0,0,L1_DWELL_SUPPRESSED
1772010523.4758,46,30,0,1,0,0,32.838,0.506,0,0,L1_DWELL_SUPPRESSED
1772010523.5320,46,30,0,1,0,0,32.894,0.562,0,0,L1_DWELL_SUPPRESSED
1772010523.5821,46,30,0,1,0,0,32.944,0.612,0,0,L1_DWELL_SUPPRESSED
1772010523.6158,46,30,0,1,0,0,32.978,0.646,0,0,L1_DWELL_SUPPRESSED
1772010523.6419,49,30,0,1,0,0,33.004,0.672,0,0,L1_DWELL_SUPPRESSED
1772010523.6971,49,30,0,1,0,0,33.059,0.727,0,0,L1_DWELL_SUPPRESSED
1772010523.7257,49,30,0,1,0,0,33.088,0.756,0,0,L1_DWELL_SUPPRESSED
1772010523.7509,49,30,0,1,0,0,33.113,0.781,0,0,L1_DWELL_SUPPRESSED
1772010523.7932,49,30,0,1,0,0,33.155,0.823,0,0,L1_DWELL_SUPPRESSED
1772010523.8470,49,30,0,1,0,0,33.209,0.877,0,0,L1_DWELL_SUPPRESSED
1772010523.9053,51,30,0,1,0,0,33.267,0.935,0,0,L1_DWELL_SUPPRESSED
1772010523.9260,49,30,0,1,0,0,33.288,0.956,0,0,L1_DWELL_SUPPRESSED
1772010523.9559,45,30,0,1,0,0,33.318,0.986,0,0,L1_DWELL_SUPPRESSED
1772010523.9890,47,30,0,1,0,0,33.351,1.019,0,0,L1_DWELL_SUPPRESSED
1772010524.0660,50,30,0,1,0,0,33.428,1.096,0,0,L1_DWELL_SUPPRESSED
1772010524.1017,48,30,0,1,0,0,33.464,1.132,0,0,L1_DWELL_SUPPRESSED
1772010524.1232,48,30,0,1,0,0,33.485,1.153,0,0,L1_DWELL_SUPPRESSED
1772010524.1767,48,30,0,1,0,0,33.539,1.207,0,0,L1_DWELL_SUPPRESSED
1772010524.2032,48,30,0,1,0,0,33.565,1.233,0,0,L1_DWELL_SUPPRESSED
1772010524.2397,48,30,0,1,0,0,33.602,1.270,0,0,L1_DWELL_SUPPRESSED
1772010524.2828,48,30,0,1,0,0,33.645,1.313,0,0,L1_DWELL_SUPPRESSED
1772010524.3131,48,30,0,1,0,0,33.675,1.343,0,0,L1_DWELL_SUPPRESSED
1772010524.3764,48,30,0,1,0,0,33.738,1.407,0,0,L1_DWELL_SUPPRESSED
1772010524.4095,48,30,0,1,0,0,33.771,1.440,0,0,L1_DWELL_SUPPRESSED
1772010524.4320,48,30,0,1,0,0,33.794,1.462,0,0,L1_DWELL_SUPPRESSED
1772010524.4615,48,30,0,1,0,0,33.823,1.492,0,0,L1_DWELL_SUPPRESSED
1772010524.5291,48,30,0,1,0,0,33.891,1.559,0,0,L1_DWELL_SUPPRESSED
1772010524.5491,48,30,0,1,0,0,33.911,1.579,0,0,L1_DWELL_SUPPRESSED
1772010524.5837,48,30,0,1,0,0,33.946,1.614,0,0,L1_DWELL_SUPPRESSED
1772010524.6372,48,30,0,1,0,0,33.999,1.667,0,0,L1_DWELL_SUPPRESSED
1772010524.6646,48,30,0,1,0,0,34.026,1.695,0,0,L1_DWELL_SUPPRESSED
1772010524.7235,48,30,0,1,0,0,34.085,1.754,0,0,L1_DWELL_SUPPRESSED
1772010524.7414,48,30,0,1,0,0,34.103,1.772,0,0,L1_DWELL_SUPPRESSED
1772010524.8053,48,30,0,1,0,0,34.167,1.835,0,0,L1_DWELL_SUPPRESSED
1772010524.8560,48,30,0,1,0,0,34.218,1.886,0,0,L1_DWELL_SUPPRESSED
1772010524.8786,48,30,0,1,0,0,34.240,1.909,0,0,L1_DWELL_SUPPRESSED
1772010524.9112,48,30,0,1,0,0,34.273,1.941,0,0,L1_DWELL_SUPPRESSED
1772010524.9453,43,32,0,1,0,0,34.307,1.975,0,0,L1_DWELL_SUPPRESSED
1772010524.9872,43,34,0,0,0,0,34.349,2.017,0,0,L2_DWELL_SUPPRESSED
1772010525.0258,43,34,0,0,0,0,34.388,2.056,0,0,L2_DWELL_SUPPRESSED
1772010525.0542,43,34,0,0,0,0,34.416,2.084,0,0,L2_DWELL_SUPPRESSED
1772010525.1501,43,34,0,0,0,0,34.512,2.180,0,0,L2_DWELL_SUPPRESSED
1772010525.1781,43,34,0,0,0,0,34.540,2.208,0,0,L2_DWELL_SUPPRESSED
1772010525.2034,43,34,0,0,0,0,34.565,2.234,0,0,L2_DWELL_SUPPRESSED
1772010525.2301,43,34,0,0,0,0,34.592,2.260,0,0,L2_DWELL_SUPPRESSED
1772010525.2835,40,34,0,0,0,0,34.645,2.314,0,0,L2_DWELL_SUPPRESSED
1772010525.3143,40,34,0,0,0,0,34.676,2.344,0,0,L2_DWELL_SUPPRESSED
1772010525.3553,40,34,0,0,0,0,34.717,2.386,0,0,L2_DWELL_SUPPRESSED
1772010525.3813,40,34,0,0,0,0,34.743,2.411,0,0,L2_DWELL_SUPPRESSED
1772010525.4330,40,34,0,0,0,0,34.795,2.463,0,0,L2_DWELL_SUPPRESSED
1772010525.4862,40,34,0,0,0,0,34.848,2.516,0,0,L2_DWELL_SUPPRESSED
1772010525.5176,40,34,0,0,0,0,34.879,2.548,0,0,L2_DWELL_SUPPRESSED
1772010525.5698,40,34,0,0,0,0,34.932,2.600,0,0,L2_DWELL_SUPPRESSED
1772010525.6054,40,34,0,0,0,0,34.967,2.636,0,0,L2_DWELL_SUPPRESSED
1772010525.6348,40,34,0,0,0,0,34.997,2.665,0,0,L2_DWELL_SUPPRESSED
1772010525.6755,40,34,0,0,0,0,35.037,2.706,0,0,L2_DWELL_SUPPRESSED
1772010525.7348,40,34,0,0,0,0,35.097,2.765,0,0,L2_DWELL_SUPPRESSED
1772010525.7688,40,34,0,0,0,0,35.131,2.799,0,0,L2_DWELL_SUPPRESSED
1772010525.7868,40,34,0,0,0,0,35.149,2.817,0,0,L2_DWELL_SUPPRESSED
1772010525.8221,40,34,0,0,0,0,35.184,2.852,0,0,L2_DWELL_SUPPRESSED
1772010525.8655,40,34,0,0,0,0,35.227,2.896,0,0,L2_DWELL_SUPPRESSED
1772010525.9295,40,34,0,0,0,0,35.291,2.960,0,0,L2_DWELL_SUPPRESSED
1772010525.9808,40,34,0,0,0,0,35.343,3.011,0,0,L2_DWELL_SUPPRESSED
1772010525.9971,40,34,0,0,0,0,35.359,3.027,0,0,L2_DWELL_SUPPRESSED
1772010526.0294,40,34,0,0,0,0,35.391,3.060,0,0,L2_DWELL_SUPPRESSED
1772010526.1006,40,34,0,0,0,0,35.462,3.131,0,0,L2_DWELL_SUPPRESSED
1772010526.1311,40,34,0,0,0,0,35.493,3.161,0,0,L2_DWELL_SUPPRESSED
1772010526.1543,40,34,0,0,0,0,35.516,3.184,0,0,L2_DWELL_SUPPRESSED
1772010526.1921,40,34,0,0,0,0,35.554,3.222,0,0,L2_DWELL_SUPPRESSED
1772010526.2400,40,34,0,0,0,0,35.602,3.270,0,0,L2_DWELL_SUPPRESSED
1772010526.2769,40,34,0,0,0,0,35.639,3.307,0,0,L2_DWELL_SUPPRESSED
1772010526.3498,40,34,0,0,0,0,35.712,3.380,0,0,L2_DWELL_SUPPRESSED
1772010526.3698,40,34,0,0,0,0,35.732,3.400,0,0,L2_DWELL_SUPPRESSED
1772010526.3933,42,34,0,0,0,0,35.755,3.424,0,0,L2_DWELL_SUPPRESSED
1772010526.4330,42,34,0,0,0,0,35.795,3.463,0,0,L2_DWELL_SUPPRESSED
1772010526.4804,42,34,0,0,0,0,35.842,3.511,0,0,L2_DWELL_SUPPRESSED
1772010526.5189,42,34,0,0,0,0,35.881,3.549,0,0,L2_DWELL_SUPPRESSED
1772010526.5442,42,34,0,0,0,0,35.906,3.574,0,0,L2_DWELL_SUPPRESSED
1772010526.5883,42,34,0,0,0,0,35.950,3.618,0,0,L2_DWELL_SUPPRESSED
1772010526.6192,42,34,0,0,0,0,35.981,3.649,0,0,L2_DWELL_SUPPRESSED
1772010526.6575,42,34,0,0,0,0,36.019,3.688,0,0,L2_DWELL_SUPPRESSED
1772010526.7115,42,34,0,0,0,0,36.073,3.742,0,0,L2_DWELL_SUPPRESSED
1772010526.7472,42,34,0,0,0,0,36.109,3.777,0,0,L2_DWELL_SUPPRESSED
1772010526.7991,42,34,0,0,0,0,36.161,3.829,0,0,L2_DWELL_SUPPRESSED
1772010526.8457,48,34,0,0,0,0,36.208,3.876,0,0,L2_DWELL_SUPPRESSED
1772010526.8697,48,34,0,0,0,0,36.232,3.900,0,0,L2_DWELL_SUPPRESSED
1772010526.9133,48,34,0,0,0,0,36.275,3.943,0,0,L2_DWELL_SUPPRESSED
1772010526.9577,52,27,0,0,0,0,36.320,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.0062,52,27,0,0,0,0,36.368,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.0471,51,27,0,0,0,0,36.409,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.0705,51,27,0,0,0,0,36.432,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.1281,51,27,0,0,0,0,36.490,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.1782,51,27,0,0,0,0,36.540,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.2093,51,27,0,0,0,0,36.571,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.2476,51,27,0,0,0,0,36.609,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.2917,51,27,0,0,0,0,36.654,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.3180,54,27,0,0,0,0,36.680,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.3449,54,27,0,0,0,0,36.707,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.3884,54,27,0,0,0,0,36.750,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.4202,54,27,0,0,0,0,36.782,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.4855,54,27,0,0,0,0,36.847,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.5077,54,27,0,0,0,0,36.870,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.5531,54,27,0,0,0,0,36.915,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.6096,54,27,0,0,0,0,36.971,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.6392,54,27,0,0,0,0,37.001,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.6770,54,27,0,0,0,0,37.039,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.7099,54,27,0,0,0,0,37.072,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.7401,54,27,0,0,0,0,37.102,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.7988,54,27,0,0,0,0,37.161,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.8402,54,27,0,0,0,0,37.202,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.8821,54,27,0,0,0,0,37.244,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.9151,54,27,0,0,0,0,37.277,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.9409,54,27,0,0,0,0,37.303,0.000,0,0,L1_DWELL_SUPPRESSED
1772010527.9918,54,27,0,0,0,0,37.354,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.0531,54,27,0,0,0,0,37.415,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.0706,52,27,0,0,0,0,37.432,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.1190,52,27,0,0,0,0,37.481,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.1590,52,27,0,0,0,0,37.521,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.2063,52,27,0,0,0,0,37.568,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.2441,52,27,0,0,0,0,37.606,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.2635,52,27,0,0,0,0,37.625,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.3111,52,27,0,0,0,0,37.673,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.3459,52,27,0,0,0,0,37.708,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.4046,52,27,0,0,0,0,37.766,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.4370,52,27,0,0,0,0,37.799,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.4750,52,27,0,0,0,0,37.837,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.4960,52,27,0,0,0,0,37.858,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.5584,52,27,0,0,0,0,37.920,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.6199,52,27,0,0,0,0,37.982,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.6457,52,27,0,0,0,0,38.008,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.6701,52,27,0,0,0,0,38.032,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.7377,52,27,0,0,0,0,38.099,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.7692,52,27,0,0,0,0,38.131,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.7959,52,27,0,0,0,0,38.158,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.8483,52,27,0,0,0,0,38.210,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.8695,52,27,0,0,0,0,38.231,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.9346,52,27,0,0,0,0,38.296,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.9715,38,28,0,0,0,0,38.333,0.000,0,0,L1_DWELL_SUPPRESSED
1772010528.9986,38,28,0,0,0,0,38.360,0.000,0,0,L1_DWELL_SUPPRESSED
1772010529.0172,38,28,0,0,0,0,38.379,0.000,0,0,L1_DWELL_SUPPRESSED
1772010529.0848,41,32,0,1,0,0,38.447,0.000,0,0,L1_DWELL_SUPPRESSED
1772010529.1134,41,32,0,1,0,0,38.475,0.029,0,0,L1_DWELL_SUPPRESSED
1772010529.1642,41,32,0,1,0,0,38.526,0.079,0,0,L1_DWELL_SUPPRESSED
1772010529.1951,41,32,0,1,0,0,38.557,0.110,0,0,L1_DWELL_SUPPRESSED
1772010529.2364,41,32,0,1,0,0,38.598,0.152,0,0,L1_DWELL_SUPPRESSED
1772010529.3025,41,32,0,1,0,0,38.664,0.218,0,0,L1_DWELL_SUPPRESSED
1772010529.3274,41,32,0,1,0,0,38.689,0.243,0,0,L1_DWELL_SUPPRESSED
1772010529.3550,41,32,0,1,0,0,38.717,0.270,0,0,L1_DWELL_SUPPRESSED
1772010529.4026,41,32,0,1,0,0,38.764,0.318,0,0,L1_DWELL_SUPPRESSED
1772010529.4498,41,32,0,1,0,0,38.812,0.365,0,0,L1_DWELL_SUPPRESSED
1772010529.4925,41,32,0,1,0,0,38.854,0.408,0,0,L1_DWELL_SUPPRESSED
1772010529.5264,41,32,0,1,0,0,38.888,0.442,0,0,L1_DWELL_SUPPRESSED
1772010529.5820,41,32,0,1,0,0,38.944,0.497,0,0,L1_DWELL_SUPPRESSED
1772010529.6052,41,32,0,1,0,0,38.967,0.520,0,0,L1_DWELL_SUPPRESSED
1772010529.6371,41,32,0,1,0,0,38.999,0.552,0,0,L1_DWELL_SUPPRESSED
1772010529.6645,41,32,0,1,0,0,39.026,0.580,0,0,L1_DWELL_SUPPRESSED
1772010529.7293,41,32,0,1,0,0,39.091,0.644,0,0,L1_DWELL_SUPPRESSED
1772010529.7558,41,32,0,1,0,0,39.118,0.671,0,0,L1_DWELL_SUPPRESSED
1772010529.8100,41,32,0,1,0,0,39.172,0.725,0,0,L1_DWELL_SUPPRESSED
1772010529.8316,41,32,0,1,0,0,39.193,0.747,0,0,L1_DWELL_SUPPRESSED
1772010529.8682,41,32,0,1,0,0,39.230,0.783,0,0,L1_DWELL_SUPPRESSED
1772010529.9285,41,32,0,1,0,0,39.290,0.844,0,0,L1_DWELL_SUPPRESSED
1772010529.9706,41,32,0,1,0,0,39.332,0.886,0,0,L1_DWELL_SUPPRESSED
1772010529.9964,41,32,0,1,0,0,39.358,0.912,0,0,L1_DWELL_SUPPRESSED
1772010530.0363,41,32,0,1,0,0,39.398,0.951,0,0,L1_DWELL_SUPPRESSED
1772010530.0874,41,32,0,1,0,0,39.449,1.003,0,0,L1_DWELL_SUPPRESSED
1772010530.1082,41,32,0,1,0,0,39.470,1.023,0,0,L1_DWELL_SUPPRESSED
1772010530.1443,41,32,0,1,0,0,39.506,1.059,0,0,L1_DWELL_SUPPRESSED
1772010530.2252,41,32,0,1,0,0,39.587,1.140,0,0,L1_DWELL_SUPPRESSED
1772010530.2529,41,32,0,1,0,0,39.615,1.168,0,0,L1_DWELL_SUPPRESSED
1772010530.2749,41,32,0,1,0,0,39.637,1.190,0,0,L1_DWELL_SUPPRESSED
1772010530.3269,41,32,0,1,0,0,39.689,1.242,0,0,L1_DWELL_SUPPRESSED
1772010530.3513,41,32,0,1,0,0,39.713,1.267,0,0,L1_DWELL_SUPPRESSED
1772010530.4145,41,32,0,1,0,0,39.776,1.330,0,0,L1_DWELL_SUPPRESSED
1772010530.4477,41,32,0,1,0,0,39.810,1.363,0,0,L1_DWELL_SUPPRESSED
1772010530.4686,41,32,0,1,0,0,39.830,1.384,0,0,L1_DWELL_SUPPRESSED
1772010530.5217,41,32,0,1,0,0,39.884,1.437,0,0,L1_DWELL_SUPPRESSED
1772010530.5579,41,32,0,1,0,0,39.920,1.473,0,0,L1_DWELL_SUPPRESSED
1772010530.6190,41,32,0,1,0,0,39.981,1.534,0,0,L1_DWELL_SUPPRESSED
1772010530.6547,41,32,0,1,0,0,40.017,1.570,0,0,L1_DWELL_SUPPRESSED
1772010530.7002,41,32,0,1,0,0,40.062,1.615,0,0,L1_DWELL_SUPPRESSED
1772010530.7263,41,32,0,1,0,0,40.088,1.641,0,0,L1_DWELL_SUPPRESSED
1772010530.7779,41,32,0,1,0,0,40.140,1.693,0,0,L1_DWELL_SUPPRESSED
1772010530.7989,41,32,0,1,0,0,40.161,1.714,0,0,L1_DWELL_SUPPRESSED
1772010530.8462,41,32,0,1,0,0,40.208,1.761,0,0,L1_DWELL_SUPPRESSED
1772010530.8924,41,32,0,1,0,0,40.254,1.808,0,0,L1_DWELL_SUPPRESSED
1772010530.9233,41,32,0,1,0,0,40.285,1.838,0,0,L1_DWELL_SUPPRESSED
1772010530.9751,41,27,0,0,0,0,40.337,0.000,0,0,L1_DWELL_SUPPRESSED
1772010531.0254,41,27,0,0,0,0,40.387,0.000,0,0,L1_DWELL_SUPPRESSED
1772010531.0498,41,27,0,0,0,0,40.412,0.000,0,0,L1_DWELL_SUPPRESSED
1772010531.0928,49,27,0,0,0,0,40.455,0.000,0,0,L1_DWELL_SUPPRESSED
1772010531.1369,49,27,0,0,0,0,40.499,0.000,0,0,L1_DWELL_SUPPRESSED
1772010531.1832,49,32,0,1,0,0,40.545,0.000,0,0,L1_DWELL_SUPPRESSED
1772010531.2056,49,32,0,1,0,0,40.567,0.022,0,0,L1_DWELL_SUPPRESSED
1772010531.2517,49,32,0,1,0,0,40.614,0.069,0,0,L1_DWELL_SUPPRESSED
1772010531.2994,49,32,0,1,0,0,40.661,0.116,0,0,L1_DWELL_SUPPRESSED
1772010531.3419,49,32,0,1,0,0,40.704,0.159,0,0,L1_DWELL_SUPPRESSED
1772010531.3744,49,32,0,1,0,0,40.736,0.191,0,0,L1_DWELL_SUPPRESSED
1772010531.3981,49,32,0,1,0,0,40.760,0.215,0,0,L1_DWELL_SUPPRESSED
1772010531.4433,49,32,0,1,0,0,40.805,0.260,0,0,L1_DWELL_SUPPRESSED
1772010531.5007,49,32,0,1,0,0,40.863,0.318,0,0,L1_DWELL_SUPPRESSED
1772010531.5323,49,32,0,1,0,0,40.894,0.349,0,0,L1_DWELL_SUPPRESSED
1772010531.5727,49,32,0,1,0,0,40.935,0.389,0,0,L1_DWELL_SUPPRESSED
1772010531.5941,49,32,0,1,0,0,40.956,0.411,0,0,L1_DWELL_SUPPRESSED
1772010531.6344,49,32,0,1,0,0,40.996,0.451,0,0,L1_DWELL_SUPPRESSED
1772010531.6811,49,32,0,1,0,0,41.043,0.498,0,0,L1_DWELL_SUPPRESSED
1772010531.7085,49,32,0,1,0,0,41.070,0.525,0,0,L1_DWELL_SUPPRESSED
1772010531.7779,49,32,0,1,0,0,41.140,0.595,0,0,L1_DWELL_SUPPRESSED
1772010531.8223,49,32,0,1,0,0,41.184,0.639,0,0,L1_DWELL_SUPPRESSED
1772010531.8391,49,32,0,1,0,0,41.201,0.656,0,0,L1_DWELL_SUPPRESSED
1772010531.8847,49,32,0,1,0,0,41.247,0.701,0,0,L1_DWELL_SUPPRESSED
1772010531.9222,49,32,0,1,0,0,41.284,0.739,0,0,L1_DWELL_SUPPRESSED
1772010531.9595,49,32,0,1,0,0,41.321,0.776,0,0,L1_DWELL_SUPPRESSED
1772010531.9818,49,32,0,1,0,0,41.344,0.799,0,0,L1_DWELL_SUPPRESSED
1772010532.0507,49,32,0,1,0,0,41.413,0.868,0,0,L1_DWELL_SUPPRESSED
1772010532.0899,49,32,0,1,0,0,41.452,0.907,0,0,L1_DWELL_SUPPRESSED
1772010532.1176,49,32,0,1,0,0,41.479,0.934,0,0,L1_DWELL_SUPPRESSED
1772010532.1684,49,32,0,1,0,0,41.530,0.985,0,0,L1_DWELL_SUPPRESSED
1772010532.2027,49,32,0,1,0,0,41.565,1.020,0,0,L1_DWELL_SUPPRESSED
1772010532.2523,49,32,0,1,0,0,41.614,1.069,0,0,L1_DWELL_SUPPRESSED
1772010532.3011,49,32,0,1,0,0,41.663,1.118,0,0,L1_DWELL_SUPPRESSED
1772010532.3382,49,32,0,1,0,0,41.700,1.155,0,0,L1_DWELL_SUPPRESSED
1772010532.3590,49,32,0,1,0,0,41.721,1.176,0,0,L1_DWELL_SUPPRESSED
1772010532.4008,49,32,0,1,0,0,41.763,1.218,0,0,L1_DWELL_SUPPRESSED
1772010532.4581,49,32,0,1,0,0,41.820,1.275,0,0,L1_DWELL_SUPPRESSED
1772010532.4904,49,32,0,1,0,0,41.852,1.307,0,0,L1_DWELL_SUPPRESSED
1772010532.5515,49,32,0,1,0,0,41.913,1.368,0,0,L1_DWELL_SUPPRESSED
1772010532.5758,49,32,0,1,0,0,41.938,1.393,0,0,L1_DWELL_SUPPRESSED
1772010532.5942,49,32,0,1,0,0,41.956,1.411,0,0,L1_DWELL_SUPPRESSED
1772010532.6635,49,32,0,1,0,0,42.025,1.480,0,0,L1_DWELL_SUPPRESSED
1772010532.6956,49,32,0,1,0,0,42.057,1.512,0,0,L1_DWELL_SUPPRESSED
1772010532.7288,49,32,0,1,0,0,42.091,1.546,0,0,L1_DWELL_SUPPRESSED
1772010532.7552,49,32,0,1,0,0,42.117,1.572,0,0,L1_DWELL_SUPPRESSED
1772010532.7958,49,32,0,1,0,0,42.158,1.613,0,0,L1_DWELL_SUPPRESSED
1772010532.8448,49,32,0,1,0,0,42.207,1.662,0,0,L1_DWELL_SUPPRESSED
